�ɺt�W��,����,����,�q�v�W��,IMDB�Τ�벼�ƶq,�w��,�W�u���,IMDB����,�q�vFB������,�y��,��a
Ken Annakin,53,,The Longest Day?,43270,10000000,1962,7.8,0,English,USA
Stephen Herek,22,50752337,The Mighty Ducks?,44502,10000000,1992,6.4,0,English,USA
Takashi Shimizu,203,110175871,The Grudge?,115050,10000000,2004,5.9,4000,English,USA
Dennis Dugan,77,38624000,Happy Gilmore?,156143,12000000,1996,7,0,English,USA
Victor Salva,190,37470017,Jeepers Creepers?,86890,10000000,2001,6.1,0,English,Germany
Stephen Herek,81,40485039,Bill & Ted's Excellent Adventure?,85362,10000000,1989,6.9,0,English,USA
Carol Reed,56,16800000,Oliver!?,25303,10000000,1968,7.5,0,English,UK
John Madden,264,46377022,The Best Exotic Marigold Hotel?,75306,10000000,2011,7.3,48000,English,UK
Chuck Sheetz,44,36696761,Recess: School's Out?,6808,23000000,2001,6.5,227,English,USA
George Miller,117,36200000,Mad Max Beyond Thunderdome?,101840,12305523,1985,6.2,0,English,Australia
Mark L. Lester,124,,Commando?,111649,10000000,1985,6.7,0,English,USA
William Brent Bell,159,35794166,The Boy?,35654,10000000,2016,6,20000,English,USA
John Erick Dowdle,273,33583175,Devil?,104089,10000000,2010,6.3,16000,English,USA
Marcus Raboy,26,32983713,Friday After Next?,19284,20000000,2002,5.8,981,English,USA
Leigh Whannell,242,52200504,Insidious: Chapter 3?,54190,10000000,2015,6.1,29000,English,Canada
Michael Schultz,55,33000000,The Last Dragon?,9424,10000000,1985,6.9,0,English,USA
Guy Ritchie,151,30093107,Snatch?,600996,6000000,2000,8.3,27000,English,UK
Brett Leonard,48,32101000,The Lawnmower Man?,27800,10000000,1992,5.4,0,English,UK
Peter Sollett,166,31487293,Nick and Norah's Infinite Playlist?,74887,9000000,2008,6.7,0,English,USA
Kevin Smith,206,30651422,Dogma?,181737,10000000,1999,7.4,10000,English,USA
Bob Dolman,92,30306281,The Banger Sisters?,12388,10000000,2002,5.6,744,English,USA
Joe Dante,78,29500000,Twilight Zone: The Movie?,25613,10000000,1983,6.5,0,English,USA
Rowdy Herrington,83,30050028,Road House?,42987,17000000,1989,6.5,0,English,USA
Keenen Ivory Wayans,8,29392418,A Low Down Dirty Shame?,3924,10000000,1994,5.8,368,English,USA
John Polson,86,28563926,Swimfan?,16300,8500000,2002,5,720,English,USA
Greg Coolidge,85,28435406,Employee of the Month?,37681,12000000,2006,5.5,0,English,USA
Harry Elfont,76,25339117,Can't Hardly Wait?,37885,10000000,1998,6.5,0,English,USA
Francis Ford Coppola,60,25600000,The Outsiders?,57363,10000000,1983,7.2,10000,English,USA
David Lowery,78,,Pete's Dragon?,408,65000000,2016,7.3,21000,English,USA
David Cronenberg,112,,The Dead Zone?,44804,10000000,1983,7.2,0,English,USA
Ciarán Foy,189,27736779,Sinister 2?,25210,10000000,2015,5.2,13000,English,USA
Salim Akil,82,24397469,Sparkle?,5161,17000000,2012,5.7,0,English,USA
Jamie Blanks,120,20384136,Valentine?,20467,10000000,2001,4.7,0,English,USA
Olatunde Osunsanmi,183,25464480,The Fourth Kind?,63108,10000000,2009,5.9,15000,English,USA
Robert Altman,211,20338609,A Prairie Home Companion?,19655,10000000,2006,6.8,683,English,USA
Leon Ichaso,14,18272447,Sugar Hill?,3119,10000000,1993,5.9,331,English,USA
Joseph Zito,54,,Invasion U.S.A.?,6143,10000000,1985,5.3,0,English,USA
Malcolm D. Lee,55,17378977,Roll Bounce?,5585,,2005,6,997,English,USA
Wes Anderson,179,17096053,Rushmore?,134458,9000000,1998,7.7,5000,English,USA
Colin Strause,221,21371425,Skyline?,76199,10000000,2010,4.4,13000,English,USA
John Madden,158,33071558,The Second Best Exotic Marigold Hotel?,22369,10000000,2015,6.6,21000,English,UK
Patricia Rozema,73,17655201,Kit Kittredge: An American Girl?,4719,10000000,2008,6.7,851,English,USA
Mark Rosman,65,16247775,The Perfect Man?,23527,25000000,2005,5.5,767,English,USA
Spike Lee,23,16153600,Mo' Better Blues?,8295,10000000,1990,6.5,720,English,USA
Steve Oedekerk,63,16033556,Kung Pow: Enter the Fist?,37901,10000000,2002,6.2,0,English,USA
Ron Underwood,132,16667084,Tremors?,90070,11000000,1990,7.1,11000,English,USA
Rob Schmidt,191,15417771,Wrong Turn?,87494,12600000,2003,6.1,0,English,USA
Walter Hill,52,,The Long Riders?,7322,10000000,1980,7.1,680,English,USA
James Foley,91,15156200,The Corruptor?,15358,30000000,1999,6,328,English,USA
Jeff Nichols,368,21589307,Mud?,135286,10000000,2012,7.4,27000,English,USA
Robert Ben Garant,89,20339754,Reno 911!: Miami?,23928,10000000,2007,5.9,441,English,USA
Morgan Spurlock,83,28873374,One Direction: This Is Us?,22161,10000000,2013,4.1,0,English,USA
Neal Brennan,83,15102127,"The Goods: Live Hard, Sell Hard?",17790,,2009,5.8,0,English,USA
Tuck Tucker,33,13684949,Hey Arnold! The Movie?,4564,3000000,2002,5.9,227,English,USA
Simon Curtis,386,14597405,My Week with Marilyn?,71679,6400000,2011,7,17000,English,UK
Richard Shepard,191,12570442,The Matador?,40514,10000000,2005,6.8,808,English,USA
Theodore Witcher,16,12514138,Love Jones?,2801,10000000,1997,7.4,1000,English,USA
Joel Edgerton,297,43771291,The Gift?,79909,5000000,2015,7.1,15000,English,USA
Jim Hanon,47,11703287,End of the Spear?,4360,10000000,2005,7,1000,English,USA
Tommy O'Haver,63,11560259,Get Over It?,15617,22000000,2001,5.8,0,English,USA
Mike Judge,144,10824921,Office Space?,200293,10000000,1999,7.8,16000,English,USA
Michael Patrick Jann,77,10561238,Drop Dead Gorgeous?,27265,10000000,1999,6.5,0,English,Germany
Tim Burton,325,14479776,Big Eyes?,55539,10000000,2014,7,20000,English,USA
Peter Berg,100,9801782,Very Bad Things?,39331,10000000,1998,6.3,0,English,USA
Joe Nussbaum,52,8070311,Sleepover?,12706,10000000,2004,5.3,0,English,USA
Brian De Palma,98,,Body Double?,20113,10000000,1984,6.8,0,English,USA
Jorma Taccone,163,8460995,MacGruber?,35888,10000000,2010,5.5,0,English,USA
Stephen Frears,137,8111360,Dirty Pretty Things?,34848,10000000,2002,7.4,0,English,UK
Elizabeth Banks,180,8828771,Movie 43?,79146,6000000,2013,4.3,25000,English,USA
Florian Henckel von Donnersmarck,321,67631157,The Tourist?,176606,100000000,2010,6,25000,English,USA
Jeff Lowell,100,7563670,Over Her Dead Body?,21268,10000000,2008,5.2,518,English,USA
Lorene Scafaria,265,6619173,Seeking a Friend for the End of the World?,87203,10000000,2012,6.7,25000,English,USA
Miguel Arteta,212,6857503,Cedar Rapids?,32697,,2011,6.3,0,English,USA
,68,,Bones?            ,111506,,,7.9,0,English,USA
Tony Kaye,162,6712241,American History X?,782437,7500000,1998,8.6,35000,English,USA
Marcus Dunstan,147,6842058,The Collection?,36029,10000000,2012,6.1,14000,English,USA
Timothy Björklund,33,6491350,Teacher's Pet?,1231,10000000,2004,5.8,49,English,USA
François Girard,94,9473382,The Red Violin?,26832,10000000,1998,7.7,0,French,Canada
David Lynch,143,6197866,The Straight Story?,63733,10000000,1999,8,0,English,France
Scott Kalvert,38,6044618,Deuces Wild?,6200,10000000,2002,5.6,398,English,USA
Jason Bateman,126,7764027,Bad Words?,38459,10000000,2013,6.7,0,English,USA
David Schwimmer,168,5998971,"Run, Fatboy, Run?",58509,,2007,6.6,0,English,UK
Allan Arkush,19,,Heartbeeps?,1040,10000000,1981,4.2,425,English,USA
Mike Binder,91,21569041,Black or White?,8058,9000000,2014,6.6,0,English,USA
Eric Bross,46,4356743,On the Line?,3662,16000000,2001,4.1,0,English,USA
Werner Herzog,198,5484375,Rescue Dawn?,84641,10000000,2006,7.3,0,English,USA
Dan Fogelman,139,5348317,Danny Collins?,20810,10000000,2015,7.1,0,English,USA
Jay Duplass,182,4244155,"Jeff, Who Lives at Home?",56005,10000000,2011,6.5,0,English,USA
Luca Guadagnino,181,5004648,I Am Love?,14031,10000000,2009,7,0,Italian,Italy
John Putch,23,3333823,Atlas Shrugged II: The Strike?,5612,10000000,2012,5.5,0,English,USA
Peter Medak,30,3275585,Romeo Is Bleeding?,10735,11500000,1993,6.6,561,English,UK
Steven Soderbergh,111,3193102,The Limey?,24412,9000000,1999,7.1,944,English,USA
Paul Haggis,287,54557348,Crash?,361169,6500000,2004,7.9,18000,English,Germany
Terence Davies,96,3041803,The House of Mirth?,6377,10000000,2000,7.1,345,English,UK
Harley Cokeliss,27,3060858,Malone?,1768,10000000,1987,5.6,208,English,USA
Victor Salva,44,1055654,Peaceful Warrior?,20426,10000000,2006,7.3,0,English,Germany
Tom Brady,49,2331318,Bucky Larson: Born to Be a Star?,9541,10000000,2011,3.3,0,English,USA
Spike Lee,57,2185266,Bamboozled?,8720,10000000,2000,6.5,1000,English,USA
Jason Zada,185,26583369,The Forest?,20837,10000000,2016,4.8,10000,English,USA
Franklin J. Schaffner,2,800000,Sphinx?,892,14000000,1981,5.2,106,English,USA
Noah Baumbach,270,7574066,While We're Young?,30325,10000000,2014,6.3,0,English,USA
Chris Weitz,94,1754319,A Better Life?,13174,10000000,2011,7.2,0,English,USA
David Cronenberg,157,1641788,Spider?,30096,8000000,2002,6.8,0,English,Canada
Eric Blakeney,49,1631839,Gun Shy?,5936,10000000,2000,5.7,242,English,USA
Douglas McGrath,80,1309849,Nicholas Nickleby?,9395,10000000,2002,7.2,0,English,UK
Ariel Vromen,221,1939441,The Iceman?,55567,10000000,2012,6.9,20000,English,USA
,53,447093,Dekalog?            ,12591,,,9.1,0,Polish,Poland
Rakesh Roshan,20,,Krrish?,12411,10000000,2006,6.3,533,Hindi,India
John Waters,90,1276984,Cecil B. DeMented?,11403,10000000,2000,6.2,795,English,France
William Friedkin,376,1987762,Killer Joe?,59297,11000000,2011,6.7,12000,English,USA
Derrick Borte,144,1474508,The Joneses?,33473,5000000,2009,6.5,0,English,USA
Richard Kwietniowski,82,1011054,Owning Mahowny?,10585,10000000,2003,7.2,0,English,Canada
Bob Odenkirk,51,900926,The Brothers Solomon?,9517,10000000,2007,5.3,319,English,USA
Kar-Wai Wong,192,866778,My Blueberry Nights?,44208,10000000,2007,6.7,0,English,Hong Kong
John Turturro,36,836641,Illuminata?,1402,,1998,6.2,74,English,Spain
Guy Ritchie,71,598645,Swept Away?,13145,10000000,2002,3.6,725,English,UK
Joshua Seftel,79,578527,"War, Inc.?",20008,10000000,2008,5.7,883,English,USA
Stephen Chow,246,488872,Shaolin Soccer?,56923,10000000,2001,7.3,0,Cantonese,Hong Kong
Vincent Gallo,115,365734,The Brown Bunny?,11487,10000000,2003,5,952,English,USA
Claude Chabrol,34,231417,The Swindle?,1649,60000000,1997,6.6,33,French,France
Jon Stewart,129,3093491,Rosewater?,8307,5000000,2014,6.6,5000,English,USA
Bigas Luna,22,244465,The Chambermaid on the Titanic?,1135,,1997,6.8,85,French,France
Ralph Fiennes,196,756452,Coriolanus?,27009,,2011,6.2,12000,English,UK
Dan Harris,73,228524,Imaginary Heroes?,8708,4000000,2004,7.3,345,English,USA
Mel Smith,43,226792,High Heels and Low Lifes?,3080,10000000,2001,6.2,117,English,UK
Bobcat Goldthwait,129,221210,World's Greatest Dad?,31964,,2009,6.9,0,English,USA
Christopher Smith,200,136432,Severance?,31890,5000000,2006,6.6,0,English,UK
Stuart Gordon,79,131617,Edmond?,9971,10000000,2005,6.3,661,English,USA
Jake Scott,112,152857,Welcome to the Rileys?,19979,,2010,7,0,English,UK
Alan Metter,17,126247,Police Academy: Mission to Moscow?,24958,6200000,1994,3.3,321,English,USA
Jeb Stuart,20,82739,Blood Done Sign My Name?,465,,2010,6.7,503,English,USA
Rafa Lara,12,169379,"Cinco de Mayo, La Batalla?",683,10000000,2013,6.2,874,Spanish,Mexico
Michael Radford,59,,Elsa & Fred?,2041,10000000,2014,6.5,0,English,USA
Arthur Hiller,29,15447,An Alan Smithee Film: Burn Hollywood Burn?,2971,10000000,1997,3.5,89,English,USA
Michael Meredith,23,19348,The Open Road?,2941,10000000,2009,5.5,370,English,USA
Julio DePietro,22,100503,The Good Guy?,7759,8000000,2009,5.9,1000,English,USA
Katherine Dieckmann,43,92900,Motherhood?,3662,5000000,2009,4.7,546,English,USA
William Dear,16,140987,Free Style?,361,,2008,4.2,58,English,Canada
Kim Farrant,84,,Strangerland?,5637,10000000,2015,5.2,0,English,Australia
Marcus Raboy,4,,The Janky Promoters?,1097,,2009,5.2,402,English,USA
Scott Marshall,20,5561,Blonde Ambition?,4995,10000000,2007,3.9,160,English,USA
?lex de la Iglesia,71,3607,The Oxford Murders?,22753,10000000,2008,6.1,0,English,Spain
Andrew Traucki,102,,The Reef?,11950,,2010,5.8,0,English,Australia
Michael Clancy,27,70527,Eulogy?,7690,6500000,2004,6.7,376,English,USA
Patrick Lussier,62,,White Noise 2: The Light?,11285,10000000,2007,5.7,509,English,USA
Robert Adetuyi,5,,You Got Served: Beat the World?,1642,10000000,2011,4.5,0,English,Canada
Kari Skogland,76,,Fifty Dead Men Walking?,9585,6000000,2008,6.9,0,English,UK
Taedong Park,8,,Jungle Shuffle?,162,10000000,2014,4.8,186,English,South Korea
Paul Schrader,75,,Adam Resurrected?,3075,10000000,2008,6.3,589,English,Germany
Benedikt Erlingsson,66,11835,Of Horses and Men?,1920,10000000,2013,6.9,1000,Icelandic,Iceland
Gurinder Chadha,31,,It's a Wonderful Afterlife?,1250,10000000,2010,5.4,695,English,UK
Jason Connery,32,,The Devil's Tomb?,5715,10000000,2009,3.8,486,English,USA
Vic Sarin,17,,Partition?,2223,10000000,2007,7,746,English,Canada
Jim Issa,4,,Good Intentions?,553,10000000,2010,5.2,119,English,USA
Jee-woon Kim,152,128486,"The Good, the Bad, the Weird?",26156,10000000,2008,7.3,0,Korean,South Korea
Douglas Aarniokoski,129,,Nurse 3D?,7286,10000000,2013,4.6,0,English,USA
William Phillips,15,,Gunless?,3015,10000000,2010,6.5,850,English,Canada
Greg Mottola,248,16025394,Adventureland?,131180,,2009,6.8,0,English,USA
Andy Garcia,52,2483955,The Lost City?,8369,9600000,2005,6.7,957,English,USA
Steve Carr,55,57176582,Next Friday?,27492,9500000,2000,6.1,0,English,USA
Sarik Andreasyan,30,,American Heist?,12372,10000000,2014,5.2,0,English,Canada
Lewis Gilbert,130,43100000,You Only Live Twice?,75280,9500000,1967,6.9,0,English,UK
Julian Gilbey,29,,Plastic?,5865,10000000,2014,6,1000,English,UK
Michael Haneke,447,225377,Amour?,70382,8900000,2012,7.9,33000,French,France
Gary Sherman,66,14114488,Poltergeist III?,13190,10500000,1988,4.5,616,English,USA
Valeri Milev,18,,Re-Kill?,1763,9500000,2015,5.1,898,English,USA
Stanley Kramer,61,46300000,"It's a Mad, Mad, Mad, Mad World?",29323,9400000,1963,7.6,0,English,USA
Pedro Almodóvar,232,12899702,Volver?,76681,,2006,7.6,0,Spanish,Spain
Gerald Potterton,62,,Heavy Metal?,23516,9300000,1981,6.7,0,English,Canada
Jared Hess,106,113155,Gentlemen Broncos?,9006,,2009,6.1,0,English,USA
Richard Loncraine,56,2600000,Richard III?,11612,6000000,1995,7.5,0,English,UK
David Hackl,48,,Into the Grizzly Maze?,4486,10000000,2015,5.3,0,English,USA
Anurag Basu,41,1602466,Kites?,9673,600000000,2010,6,0,English,India
Lars von Trier,439,3029870,Melancholia?,128729,7400000,2011,7.1,50000,English,Denmark
Kriv Stenders,54,,Red Dog?,13003,8500000,2011,7.5,10000,English,Australia
Yash Chopra,50,3047539,Jab Tak Hai Jaan?,42296,7217600,2012,6.9,12000,Hindi,India
Ridley Scott,392,78900000,Alien?,563827,11000000,1979,8.5,23000,English,UK
Tobe Hooper,277,30859000,The Texas Chain Saw Massacre?,96410,83532,1974,7.5,0,English,USA
Floria Sigismondi,259,3571735,The Runaways?,39260,10000000,2010,6.6,0,English,USA
Norman Jewison,66,50000000,Fiddler on the Roof?,29839,9000000,1971,8,0,English,USA
Terence Young,129,63600000,Thunderball?,82073,9000000,1965,7,0,English,UK
Joseph Kahn,115,,Detention?,12520,10000000,2011,5.8,0,English,USA
Ferzan Ozpetek,81,,Loose Cannons?,8667,,2010,7.3,0,Italian,Italy
F. Gary Gray,29,36049108,Set It Off?,10139,9000000,1996,6.8,0,English,USA
Malcolm D. Lee,32,34074895,The Best Man?,6525,9000000,1999,6.7,0,English,USA
Tom Holland,142,33244684,Child's Play?,62038,9000000,1988,6.5,0,English,USA
Michael Moore,263,24530513,Sicko?,66610,9000000,2007,8,0,English,USA
James DeMonaco,285,71519230,The Purge: Anarchy?,92364,9000000,2014,6.5,15000,English,USA
Kris Isacsson,64,20035310,Down to You?,12324,9000000,2000,4.9,580,English,USA
Danny Leiner,150,18225165,Harold & Kumar Go to White Castle?,155262,9000000,2004,7.1,0,English,USA
Rod Lurie,136,17804273,The Contender?,20449,20000000,2000,7,1000,English,USA
Ben Younger,132,16938179,Boiler Room?,41313,8000000,2000,7,0,English,USA
John Landis,71,90400000,Trading Places?,102895,,1983,7.5,0,English,USA
Glen Morgan,186,16235293,Black Christmas?,19918,9000000,2006,4.5,0,English,USA
Daniel Taplitz,39,11827301,Breakin' All the Rules?,4247,,2004,5.5,266,English,USA
Kenneth Branagh,46,10161099,Henry V?,23441,9000000,1989,7.7,0,English,UK
Tamara Jenkins,201,6610326,The Savages?,32188,,2007,7.2,0,English,USA
Linda Mendoza,32,6126237,Chasing Papi?,3419,,2003,4.8,419,English,USA
Christopher McQuarrie,117,6047856,The Way of the Gun?,27536,8500000,2000,6.7,1000,English,USA
Burr Steers,136,4681503,Igby Goes Down?,29058,9000000,2002,7,838,English,USA
Hart Bochner,15,4350774,PCU?,10476,8000000,1994,6.5,0,English,USA
Michael O. Sajbel,46,3420871,The Ultimate Gift?,14100,,2006,7.4,0,English,USA
,1,,The Bold and the Beautiful?            ,5478,,,3.5,748,English,USA
Stewart Raffill,41,,The Ice Pirates?,7767,9000000,1984,5.7,0,English,USA
Davis Guggenheim,65,2955039,Gracie?,3624,9000000,2007,6.2,313,English,USA
Bart Freundlich,100,1530535,Trust the Man?,7833,9000000,2005,5.7,215,English,USA
Andrew Fleming,129,4881867,Hamlet 2?,15200,9000000,2008,6.4,1000,English,USA
Todd Haynes,103,1043487,Velvet Goldmine?,27766,,1998,7,0,English,UK
Hong-jin Na,77,770629,The Wailing?,2379,,2016,7.7,0,Korean,South Korea
Kevin Tancharoen,67,11860839,Glee: The 3D Concert Movie?,5156,9000000,2011,5.4,0,English,USA
Chatrichalerm Yukol,31,454255,The Legend of Suriyothai?,1666,400000000,2001,6.6,124,Thai,Thailand
Dario Argento,76,349618,Two Evil Eyes?,4302,9000000,1990,6.1,375,English,Italy
Eric Lavaine,17,,Barbecue?,1673,,2014,6.1,348,French,France
Mike Leigh,81,112935,All or Nothing?,8161,9000000,2002,7.6,484,English,UK
Marc Forby,26,883887,Princess Kaiulani?,1201,9000000,2009,6.2,0,English,USA
Peter Cattaneo,24,13751,Opal Dream?,813,11400000,2006,6.6,135,English,Australia
Scott Mann,44,,Heist?,16198,19000000,2015,6.1,0,English,USA
Ole Christian Madsen,80,145109,Flame and Citron?,14247,45000000,2008,7.3,0,Danish,Denmark
Meiert Avis,41,1046166,Undiscovered?,2599,9000000,2005,4.2,128,English,Germany
Julian Jarrold,91,,Red Riding: In the Year of Our Lord 1974?,9305,,2009,7.1,0,English,UK
André Téchiné,66,2874,The Girl on the Train?,1219,,2009,6,120,French,France
Emily Young,19,,Veronika Decides to Die?,10100,9000000,2009,6.5,3000,English,USA
Peter Faiman,35,174635000,Crocodile Dundee?,74743,8800000,1986,6.5,0,English,Australia
Martyn Pick,19,,"Ultramarines: A Warhammer 40,000 Movie?",4990,,2010,5.7,0,English,UK
Roland Suso Richter,33,,The I Inside?,9296,8800000,2004,6.1,458,English,UK
Jeremy Sims,17,,Beneath Hill 60?,5741,9000000,2010,7.1,0,English,Australia
Maïwenn,163,171320,Polisse?,10796,,2011,7.3,0,French,France
Joby Harold,133,14373825,Awake?,63216,8600000,2007,6.5,0,English,USA
,47,,Star Wars: The Clone Wars?            ,28190,,,7.9,2000,English,USA
Ekachai Uekrongtham,66,162,Skin Trade?,5228,9000000,2014,5.7,0,English,Thailand
Joel Schumacher,147,32222567,The Lost Boys?,92924,,1987,7.2,19000,English,USA
Scott Cooper,273,39462438,Crazy Heart?,67760,7000000,2009,7.3,0,English,USA
Mark Rydell,32,29200000,The Rose?,6142,8500000,1979,6.9,1000,English,USA
David E. Talbert,52,21564616,Baggage Claim?,7098,8500000,2013,5,0,English,USA
Roger Vadim,107,,Barbarella?,24436,9000000,1968,5.9,0,English,France
Nils Gaup,6,,Shipwrecked?,1984,60000000,1990,6.7,278,English,Norway
Alexander Payne,175,14879556,Election?,73640,8000000,1999,7.3,0,English,USA
Mira Nair,167,13569248,The Namesake?,16530,,2006,7.6,0,English,USA
Ari Sandel,132,34017854,The DUFF?,51326,8500000,2015,6.5,8000,English,USA
Vondie Curtis-Hall,66,4273372,Glitter?,19412,22000000,2001,2.1,0,English,USA
Tom Elkins,79,,The Haunting in Connecticut 2: Ghosts of Georgia?,13167,9000000,2013,5.3,0,English,USA
Woo-Suk Kang,15,,Silmido?,3290,8000000,2003,7.2,387,Korean,South Korea
Jane Campion,222,4440055,Bright Star?,21360,8500000,2009,7,0,English,UK
Karan Johar,210,4018695,My Name Is Khan?,69759,12000000,2010,8,27000,Hindi,India
Herbert Ross,60,80000000,Footloose?,51459,8200000,1984,6.5,0,English,USA
J.C. Chandor,346,6262942,All Is Lost?,59545,9000000,2013,6.9,18000,English,USA
John Sayles,46,1997807,Limbo?,5158,8000000,1999,7.1,196,English,USA
Vipul Amrutlal Shah,15,1207007,Namastey London?,13577,,2007,7.3,341,Hindi,India
Ken Loach,169,1829142,The Wind That Shakes the Barley?,36846,,2006,7.5,0,English,Ireland
